URLSimilarityIndex,SpacialCharRatioInURL,IsHTTPS,DomainTitleMatchScore,URLTitleMatchScore,IsResponsive,HasDescription,HasSocialNet,HasSubmitButton,HasCopyrightInfo,label
28.11049005,0.111,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
100.0,0.036,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
43.68,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.042,1.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,1
36.74090757,0.093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.08897655,0.108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.032,1.0,100.0,100.0,1.0,1.0,0.0,1.0,1.0,1
100.0,0.029,1.0,100.0,100.0,0.0,1.0,1.0,1.0,1.0,1
11.03268492,0.07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.095,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.04,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.042,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
7.164280817,0.083,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48.93999281,0.103,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
100.0,0.087,1.0,100.0,100.0,1.0,1.0,0.0,0.0,1.0,1
44.12245188,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
48.35251919,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.04,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
100.0,0.045,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
69.45454545,0.05,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
55.23066927,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
86.3327149,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.056,1.0,100.0,100.0,1.0,0.0,1.0,1.0,0.0,1
100.0,0.067,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.036,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.032,1.0,100.0,100.0,0.0,1.0,1.0,1.0,1.0,1
54.55555556,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75.32051282,0.095,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
67.6607977,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.59969324,0.122,1.0,0.0,1.298701299,0.0,0.0,0.0,0.0,0.0,0
76.79012346,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69.07169118,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.034,1.0,100.0,100.0,1.0,1.0,1.0,0.0,0.0,1
100.0,0.048,1.0,100.0,100.0,0.0,1.0,1.0,0.0,1.0,1
59.05817175,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
4.601439616,0.075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.036,1.0,100.0,100.0,0.0,1.0,1.0,1.0,1.0,1
100.0,0.053,1.0,80.0,80.0,0.0,0.0,1.0,1.0,0.0,1
100.0,0.038,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
56.63587749,0.098,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
56.0,0.04,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.038,1.0,100.0,100.0,0.0,1.0,0.0,0.0,0.0,1
100.0,0.045,1.0,87.5,87.5,1.0,1.0,0.0,1.0,1.0,1
72.70955166,0.115,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.036,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
71.97278912,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77.09213863,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.033,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.042,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.13,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
49.38271605,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.091,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
100.0,0.053,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
67.78492647,0.074,0.0,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0
76.31680123,0.074,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.091,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1
42.48396501,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.45263056,0.114,1.0,3.03030303,1.0,0.0,0.0,0.0,0.0,0.0,0
20.59458219,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24.44314869,0.115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
79.63636364,0.05,0.0,100.0,100.0,0.0,1.0,0.0,0.0,0.0,0
90.18181818,0.048,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
77.06302794,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.087,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
100.0,0.033,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.038,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
43.85272847,0.088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39.2724085,0.121,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
55.06944444,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
73.88888889,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.032,1.0,100.0,100.0,1.0,1.0,0.0,1.0,0.0,1
100.0,0.042,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.031,1.0,100.0,100.0,1.0,0.0,0.0,0.0,0.0,1
100.0,0.087,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.048,1.0,100.0,100.0,1.0,1.0,0.0,0.0,1.0,1
35.98552369,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
79.27272727,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.048,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
84.29752066,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.048,1.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,1
100.0,0.038,1.0,100.0,100.0,1.0,0.0,1.0,0.0,1.0,1
100.0,0.028,1.0,100.0,100.0,0.0,1.0,1.0,1.0,1.0,1
59.08119658,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.042,1.0,100.0,100.0,1.0,1.0,0.0,0.0,1.0,1
100.0,0.057,1.0,100.0,100.0,1.0,1.0,1.0,0.0,0.0,1
100.0,0.042,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
100.0,0.062,1.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,1
100.0,0.038,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
48.43593594,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.045,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.059,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.111,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
48.52071006,0.048,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.04,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
34.88,0.07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.04,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
100.0,0.048,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
75.99683016,0.133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63.78316032,0.037,0.0,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.033,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
100.0,0.086,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
100.0,0.036,1.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,1
46.20811287,0.094,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.045,1.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,1
74.66666667,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.031,1.0,100.0,100.0,1.0,0.0,1.0,0.0,1.0,1
53.01806997,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.111,1.0,100.0,100.0,1.0,0.0,1.0,0.0,1.0,1
41.07078692,0.069,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.037,1.0,100.0,100.0,1.0,0.0,0.0,0.0,1.0,1
100.0,0.042,1.0,100.0,100.0,1.0,1.0,0.0,1.0,0.0,1
100.0,0.056,1.0,75.0,75.0,1.0,1.0,1.0,0.0,1.0,1
100.0,0.04,1.0,100.0,100.0,1.0,0.0,0.0,0.0,0.0,1
100.0,0.043,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
100.0,0.053,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.037,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.103,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.077,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
59.08119658,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.33401033,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.053,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
83.09382925,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.033,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.05,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.038,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
80.24691358,0.053,0.0,83.33333333,83.33333333,0.0,0.0,0.0,0.0,0.0,0
100.0,0.053,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.036,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.062,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
100.0,0.033,1.0,100.0,100.0,0.0,0.0,1.0,1.0,1.0,1
100.0,0.038,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
66.72,0.118,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
40.5714903,0.073,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
72.83950617,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.037,1.0,100.0,100.0,1.0,0.0,0.0,1.0,1.0,1
100.0,0.037,1.0,100.0,100.0,0.0,0.0,1.0,1.0,1.0,1
32.01941288,0.146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.029,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.045,1.0,87.5,87.5,1.0,0.0,1.0,0.0,1.0,1
100.0,0.043,1.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,1
100.0,0.037,1.0,100.0,100.0,0.0,0.0,0.0,1.0,1.0,1
100.0,0.033,1.0,100.0,100.0,0.0,0.0,1.0,1.0,1.0,1
100.0,0.037,1.0,100.0,100.0,1.0,0.0,1.0,0.0,0.0,1
100.0,0.057,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
40.60215054,0.079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39.81008035,0.136,1.0,3.225806452,3.225806452,0.0,0.0,0.0,0.0,0.0,0
79.59183673,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.037,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
39.83325788,0.107,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
27.52347998,0.14,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
